catalog_id,official_id,domain,name,chapter,scope,type,maturity,source_package,source_entry,source_sha256,source_granularity,source_status,design_master,production_spec,runtime_asset,acceptance_asset,id,priority,source_sheet,hopa_interaction,design_board,risk_omen,soft_failure,safe_recovery_node,delivery_form,freeze_requirement
CAT-CHAR-011,,character,当,G03,G03,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G03_齿轮荒原_人物三视图.png,51956299eabc1beb9093d8214e5b8eb78b09ba6cf532e72f72ca820df4dffc98,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-011,,,,,,,,,
CAT-CHAR-012,,character,咔,G03,G03,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G03_齿轮荒原_人物三视图.png,51956299eabc1beb9093d8214e5b8eb78b09ba6cf532e72f72ca820df4dffc98,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-012,,,,,,,,,
CAT-CHAR-013,,character,嚓,G03,G03,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G03_齿轮荒原_人物三视图.png,51956299eabc1beb9093d8214e5b8eb78b09ba6cf532e72f72ca820df4dffc98,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-013,,,,,,,,,
CAT-CHAR-014,,character,饕餮,G03,G03,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G03_齿轮荒原_人物三视图.png,51956299eabc1beb9093d8214e5b8eb78b09ba6cf532e72f72ca820df4dffc98,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-014,,,,,,,,,
CAT-CHAR-015,,character,沙铃,G04,G04,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G04_镜面沙海_人物三视图.png,c96d4a5d7127202e97ae36145f89072fad90689a68767e58817b2b3bf46c331e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-015,,,,,,,,,
CAT-CHAR-016,,character,阿左,G04,G04,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G04_镜面沙海_人物三视图.png,c96d4a5d7127202e97ae36145f89072fad90689a68767e58817b2b3bf46c331e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-016,,,,,,,,,
CAT-CHAR-017,,character,阿右,G04,G04,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G04_镜面沙海_人物三视图.png,c96d4a5d7127202e97ae36145f89072fad90689a68767e58817b2b3bf46c331e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-017,,,,,,,,,
CAT-CHAR-018,,character,翎片,G04,G04,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G04_镜面沙海_人物三视图.png,c96d4a5d7127202e97ae36145f89072fad90689a68767e58817b2b3bf46c331e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-018,,,,,,,,,
CAT-CHAR-019,,character,背面人,G04,G04,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G04_镜面沙海_人物三视图.png,c96d4a5d7127202e97ae36145f89072fad90689a68767e58817b2b3bf46c331e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-019,,,,,,,,,
CAT-CHAR-020,,character,九尾狐,G04,G04,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G04_镜面沙海_人物三视图.png,c96d4a5d7127202e97ae36145f89072fad90689a68767e58817b2b3bf46c331e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-020,,,,,,,,,
CAT-CHAR-021,,character,米米,G05,G05,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G05_刻度冰原_人物三视图.png,b9cc7b4e9fe45b6f2eea7562967c98b35869db53543d8feb25b131334dba7972,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-021,,,,,,,,,
CAT-CHAR-022,,character,秤砣叔,G05,G05,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G05_刻度冰原_人物三视图.png,b9cc7b4e9fe45b6f2eea7562967c98b35869db53543d8feb25b131334dba7972,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-022,,,,,,,,,
CAT-CHAR-023,,character,升升,G05,G05,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G05_刻度冰原_人物三视图.png,b9cc7b4e9fe45b6f2eea7562967c98b35869db53543d8feb25b131334dba7972,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-023,,,,,,,,,
CAT-CHAR-024,,character,滴答,G05,G05,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G05_刻度冰原_人物三视图.png,b9cc7b4e9fe45b6f2eea7562967c98b35869db53543d8feb25b131334dba7972,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-024,,,,,,,,,
CAT-CHAR-025,,character,冰夷,G05,G05,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G05_刻度冰原_人物三视图.png,b9cc7b4e9fe45b6f2eea7562967c98b35869db53543d8feb25b131334dba7972,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-025,,,,,,,,,
CAT-CHAR-026,,character,半半,G06,G06,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G06_分片群岛_人物三视图.png,0c422a68bdb7413a59b66ec23be992cc145512ee772dab751a0654565cf6f586,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-026,,,,,,,,,
CAT-CHAR-027,,character,圆饼师傅,G06,G06,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G06_分片群岛_人物三视图.png,0c422a68bdb7413a59b66ec23be992cc145512ee772dab751a0654565cf6f586,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-027,,,,,,,,,
CAT-CHAR-028,,character,格格船长,G06,G06,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G06_分片群岛_人物三视图.png,0c422a68bdb7413a59b66ec23be992cc145512ee772dab751a0654565cf6f586,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-028,,,,,,,,,
CAT-CHAR-029,,character,小滴,G06,G06,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G06_分片群岛_人物三视图.png,0c422a68bdb7413a59b66ec23be992cc145512ee772dab751a0654565cf6f586,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-029,,,,,,,,,
CAT-CHAR-030,,character,相柳,G06,G06,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G06_分片群岛_人物三视图.png,0c422a68bdb7413a59b66ec23be992cc145512ee772dab751a0654565cf6f586,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-030,,,,,,,,,
CAT-CHAR-031,,character,格尺,G07,G07,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G07_方格城_人物三视图.png,34cec658a42a47eb95f3462a73f54fb8d6815053ead6c9620868ad3eaf18969e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-031,,,,,,,,,
CAT-CHAR-032,,character,围围婆婆,G07,G07,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G07_方格城_人物三视图.png,34cec658a42a47eb95f3462a73f54fb8d6815053ead6c9620868ad3eaf18969e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-032,,,,,,,,,
CAT-CHAR-033,,character,砖砖队长,G07,G07,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G07_方格城_人物三视图.png,34cec658a42a47eb95f3462a73f54fb8d6815053ead6c9620868ad3eaf18969e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-033,,,,,,,,,
CAT-CHAR-034,,character,角角,G07,G07,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G07_方格城_人物三视图.png,34cec658a42a47eb95f3462a73f54fb8d6815053ead6c9620868ad3eaf18969e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-034,,,,,,,,,
CAT-CHAR-035,,character,夔,G07,G07,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G07_方格城_人物三视图.png,34cec658a42a47eb95f3462a73f54fb8d6815053ead6c9620868ad3eaf18969e,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-035,,,,,,,,,
CAT-CHAR-036,,character,小刻,G08,G08,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G08_钟摆之城_人物三视图.png,3b89d70aa5808ad656888864c7c161c98d9043151041dcec04cf94303b130cd1,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-036,,,,,,,,,
CAT-CHAR-037,,character,午午站长,G08,G08,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G08_钟摆之城_人物三视图.png,3b89d70aa5808ad656888864c7c161c98d9043151041dcec04cf94303b130cd1,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-037,,,,,,,,,
CAT-CHAR-038,,character,夜夜姐,G08,G08,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G08_钟摆之城_人物三视图.png,3b89d70aa5808ad656888864c7c161c98d9043151041dcec04cf94303b130cd1,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-038,,,,,,,,,
CAT-CHAR-039,,character,三拍鼓,G08,G08,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G08_钟摆之城_人物三视图.png,3b89d70aa5808ad656888864c7c161c98d9043151041dcec04cf94303b130cd1,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-039,,,,,,,,,
CAT-CHAR-040,,character,烛龙,G08,G08,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G08_钟摆之城_人物三视图.png,3b89d70aa5808ad656888864c7c161c98d9043151041dcec04cf94303b130cd1,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-040,,,,,,,,,
CAT-CHAR-041,,character,星格,G09,G09,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G09_棋阵卫星_人物三视图.png,9204c38e276f4571e95cd703c8e1b415390c1e28175e03f10a526814eb72274a,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-041,,,,,,,,,
CAT-CHAR-042,,character,白子爷爷,G09,G09,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G09_棋阵卫星_人物三视图.png,9204c38e276f4571e95cd703c8e1b415390c1e28175e03f10a526814eb72274a,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-042,,,,,,,,,
CAT-CHAR-043,,character,小孔,G09,G09,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G09_棋阵卫星_人物三视图.png,9204c38e276f4571e95cd703c8e1b415390c1e28175e03f10a526814eb72274a,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-043,,,,,,,,,
CAT-CHAR-044,,character,直角队长,G09,G09,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G09_棋阵卫星_人物三视图.png,9204c38e276f4571e95cd703c8e1b415390c1e28175e03f10a526814eb72274a,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-044,,,,,,,,,
CAT-CHAR-045,,character,斜线妹,G09,G09,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G09_棋阵卫星_人物三视图.png,9204c38e276f4571e95cd703c8e1b415390c1e28175e03f10a526814eb72274a,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-045,,,,,,,,,
CAT-CHAR-046,,character,无名棋子,G09,G09,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G09_棋阵卫星_人物三视图.png,9204c38e276f4571e95cd703c8e1b415390c1e28175e03f10a526814eb72274a,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-046,,,,,,,,,
CAT-CHAR-047,,character,穷奇,G09,G09,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G09_棋阵卫星_人物三视图.png,9204c38e276f4571e95cd703c8e1b415390c1e28175e03f10a526814eb72274a,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-047,,,,,,,,,
CAT-CHAR-048,,character,云朵朵,G10,G10,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G10_概率云港_人物三视图.png,dba51b0b4fd7a45889afb0403359b04ab0a834a807985ceb14de845791e71114,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-048,,,,,,,,,
CAT-CHAR-049,,character,港长柱叔,G10,G10,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G10_概率云港_人物三视图.png,dba51b0b4fd7a45889afb0403359b04ab0a834a807985ceb14de845791e71114,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-049,,,,,,,,,
CAT-CHAR-050,,character,小风车,G10,G10,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G10_概率云港_人物三视图.png,dba51b0b4fd7a45889afb0403359b04ab0a834a807985ceb14de845791e71114,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-050,,,,,,,,,
CAT-CHAR-051,,character,箱箱队长,G10,G10,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G10_概率云港_人物三视图.png,dba51b0b4fd7a45889afb0403359b04ab0a834a807985ceb14de845791e71114,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-051,,,,,,,,,
CAT-CHAR-052,,character,晴,G10,G10,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G10_概率云港_人物三视图.png,dba51b0b4fd7a45889afb0403359b04ab0a834a807985ceb14de845791e71114,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-052,,,,,,,,,
CAT-CHAR-053,,character,雨,G10,G10,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G10_概率云港_人物三视图.png,dba51b0b4fd7a45889afb0403359b04ab0a834a807985ceb14de845791e71114,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-053,,,,,,,,,
CAT-CHAR-054,,character,毕方,G10,G10,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G10_概率云港_人物三视图.png,dba51b0b4fd7a45889afb0403359b04ab0a834a807985ceb14de845791e71114,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-054,,,,,,,,,
CAT-CHAR-055,,character,方方厂长,G11,G11,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-055,,,,,,,,,
CAT-CHAR-056,,character,折折师傅,G11,G11,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-056,,,,,,,,,
CAT-CHAR-057,,character,仓仓姐,G11,G11,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-057,,,,,,,,,
CAT-CHAR-058,,character,棱角兄,G11,G11,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-058,,,,,,,,,
CAT-CHAR-059,,character,棱角弟,G11,G11,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-059,,,,,,,,,
CAT-CHAR-060,,character,盒小满,G11,G11,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-060,,,,,,,,,
CAT-CHAR-061,,character,六面影,G11,G11,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-061,,,,,,,,,
CAT-CHAR-062,,character,刑天,G11,G11,管理员,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G11_立体工厂_人物三视图.png,ba8b0a8c45fb0476ef44c7377fec525dfd41c73df517ad4598f8ea046df2918c,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-062,,,,,,,,,
CAT-CHAR-063,,character,鲁班包包,G12,G12,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G12_百工星环_人物三视图.png,556a9f488125fe1a9ba4767e9e2afac7525cbf67e703b9fc7ce3f1c72518a192,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-063,,,,,,,,,
CAT-CHAR-064,,character,焊花姐,G12,G12,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G12_百工星环_人物三视图.png,556a9f488125fe1a9ba4767e9e2afac7525cbf67e703b9fc7ce3f1c72518a192,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-064,,,,,,,,,
CAT-CHAR-065,,character,榫榫爷爷,G12,G12,星球NPC,design_and_three_view_complete,PKG-CHARACTERS-V2.1,星骸拾荒者_人物形象设计全集_V2.1_补齐版/01_十二星球人物三视图/G12_百工星环_人物三视图.png,556a9f488125fe1a9ba4767e9e2afac7525cbf67e703b9fc7ce3f1c72518a192,design_board_entry,71/71_design_identity_and_three_view_verified,True,True,False,False,CAT-CHAR-065,,,,,,,,,
